District,Area,Rooms,Total price,Price per meter square
Bagnówka,77.42,1,365000.0,4715.0
N/A,50.11,2,317697.0,6340.0
N/A,69.57,3,432029.0,6210.0
N/A,71.16,3,436922.0,6140.0
N/A,69.57,3,434812.0,6250.0
N/A,75.37,3,457496.0,6070.0
N/A,69.57,3,436204.0,6270.0
N/A,42.09,2,263062.0,6250.0
N/A,79.56,4,482929.0,6070.0
N/A,43.6,2,263780.0,6050.0
N/A,50.11,2,318699.0,6360.0
N/A,56.01,2,348942.0,6230.0
N/A,71.16,3,434076.0,6100.0
N/A,51.93,2,328198.0,6320.0
N/A,51.93,2,326120.0,6280.0
N/A,75.37,3,454481.0,6030.0
N/A,75.37,3,459003.0,6090.0
N/A,79.56,4,481338.0,6050.0
N/A,50.11,2,315693.0,6300.0
Nowe Miasto,62.0,3,358500.0,5782.0
N/A,79.56,4,478155.0,6010.0
N/A,62.16,2,394094.0,6340.0
N/A,33.19,2,208101.0,6270.0
N/A,79.52,3,476324.0,5990.0
N/A,42.61,2,266312.0,6250.0
N/A,69.36,3,416160.0,6000.0
N/A,79.35,4,460230.0,5800.0
N/A,79.33,3,468047.0,5900.0
N/A,62.16,2,376689.0,6060.0
N/A,51.93,2,324043.0,6240.0
N/A,62.8,3,N/A,N/A
N/A,75.56,4,N/A,N/A
N/A,64.8,3,N/A,N/A
N/A,75.14,3,435812.0,5800.0
N/A,71.16,3,431229.0,6060.0
N/A,51.82,2,313511.0,6050.0
N/A,69.57,3,429247.0,6170.0
N/A,71.17,3,419903.0,5900.0
N/A,79.38,4,N/A,N/A
N/A,64.83,3,N/A,N/A
N/A,64.83,3,N/A,N/A
N/A,50.11,2,313689.0,6260.0
N/A,67.76,3,399784.0,5900.0
N/A,56.01,2,346702.0,6190.0
N/A,67.86,3,413267.0,6090.0
N/A,65.33,3,N/A,N/A
N/A,74.37,4,N/A,N/A
N/A,74.12,4,N/A,N/A
N/A,46.52,2,N/A,N/A
N/A,74.6,4,N/A,N/A
N/A,42.44,2,N/A,N/A
N/A,73.34,3,441507.0,6020.0
N/A,73.32,3,427455.0,5830.0
N/A,79.56,4,474973.0,5970.0
N/A,75.37,3,451466.0,5990.0
Dziesięciny,71.53,3,393415.0,5500.0
OS. SŁONECZNY STOK,62.9,3,299000.0,4754.0
Dziesięciny,53.0,3,360000.0,6792.0
N/A,75.67,4,N/A,N/A
N/A,55.88,2,338074.0,6050.0
N/A,79.52,3,468373.0,5890.0
N/A,61.95,2,372939.0,6020.0
N/A,78.97,4,N/A,N/A
N/A,81.22,4,N/A,N/A
N/A,38.64,2,N/A,N/A
N/A,85.92,4,N/A,N/A
CENTRUM,37.03,1,241000.0,6508.0
Młodych,38.0,2,231500.0,6092.0
Słoneczny Stok,50.5,2,307000.0,6079.0
OS. SŁONECZNY STOK,50.6,2,304000.0,6008.0
Dziesięciny,40.9,2,249490.0,6100.0
Dziesięciny,49.21,3,305000.0,6198.0
N/A,64.0,N/A,459000.0,7172.0
OS. PIASTA,44.71,2,325000.0,7269.0
Białostoczek,82.0,3,750000.0,9146.0
Antoniuk,80.0,3,699000.0,8738.0
Bojary,58.5,3,370000.0,6325.0
Dziesięciny,38.0,2,274000.0,7211.0
Dziesięciny,40.0,2,279000.0,6975.0
N/A,55.81,3,315000.0,5644.0
Antoniuk,44.19,3,321000.0,7264.0
N/A,68.7,3,440000.0,6405.0
Bojary,72.0,4,385000.0,5347.0
Młodych,47.3,2,276000.0,5835.0
Skorupy,72.5,2,395000.0,5448.0
OS. SŁONECZNY STOK,51.0,2,304000.0,5961.0
Nowe Miasto,65.0,3,305000.0,4692.0
N/A,58.5,3,N/A,N/A
Dziesięciny,72.0,4,399000.0,5542.0
Nowe Miasto,51.0,2,354000.0,6941.0
Bojary,55.27,3,499000.0,9028.0
Dziesięciny,60.0,3,310000.0,5167.0
Bojary,59.3,3,420000.0,7083.0
Bojary,57.63,3,499000.0,8659.0
Nowe Miasto,102.0,4,589000.0,5775.0
Leśna Dolina,61.3,3,310000.0,5057.0
Mickiewicza,86.5,4,690000.0,7977.0
OS. SIENKIEWICZA,44.5,2,335000.0,7528.0
Antoniuk,48.2,3,286900.0,5952.0
OS. BEMA,41.83,2,260000.0,6216.0
Skorupy,65.79,3,401319.0,6100.0
CENTRUM,45.9,2,296055.0,6450.0
Skorupy,80.6,4,475540.0,5900.0
Nowe Miasto,89.7,4,535000.0,5964.0
Starosielce,36.0,1,143000.0,3972.0
Bojary,57.24,3,366336.0,6400.0
CENTRUM,83.4,4,471210.0,5650.0
Piaski,48.0,3,353900.0,7373.0
Bagnówka,77.42,4,385000.0,4973.0
MŁODYCH,65.0,3,289000.0,4446.0
Zielone Wzgórza,52.0,2,275000.0,5288.0
CENTRUM,38.0,3,289900.0,7629.0
Bojary,61.0,3,329000.0,5393.0
Skorupy,86.26,4,474430.0,5500.0
Antoniuk,36.9,2,220000.0,5962.0
Dziesięciny,52.22,3,319000.0,6109.0
Młodych,36.23,2,205000.0,5658.0
N/A,58.34,3,N/A,N/A
N/A,52.58,3,N/A,N/A
N/A,50.49,3,N/A,N/A
N/A,68.67,4,N/A,N/A
N/A,59.61,3,N/A,N/A
CENTRUM,56.44,3,349928.0,6200.0
Dziesięciny,49.17,3,304854.0,6200.0
Dziesięciny,71.53,3,400568.0,5600.0
Dziesięciny,60.25,3,355475.0,5900.0
Skorupy,59.99,3,341943.0,5700.0
CENTRUM,59.74,3,295000.0,4938.0
Skorupy,119.0,5,465000.0,3908.0
Bojary,71.8,4,310000.0,4318.0
N/A,75.95,4,N/A,N/A
N/A,87.63,5,N/A,N/A
N/A,74.12,4,N/A,N/A
N/A,75.35,4,N/A,N/A
N/A,75.35,4,N/A,N/A
N/A,75.95,4,N/A,N/A
N/A,74.37,4,N/A,N/A
N/A,62.12,3,N/A,N/A
N/A,79.38,4,N/A,N/A
N/A,77.17,4,N/A,N/A
N/A,71.5,4,385000.0,5385.0
N/A,80.31,4,N/A,N/A
N/A,87.63,5,N/A,N/A
N/A,80.31,4,N/A,N/A
N/A,75.35,4,N/A,N/A
N/A,50.32,2,N/A,N/A
N/A,42.44,2,N/A,N/A
N/A,75.95,4,N/A,N/A
N/A,75.95,4,N/A,N/A
N/A,64.96,3,N/A,N/A
N/A,87.63,5,N/A,N/A
N/A,93.81,5,N/A,N/A
N/A,73.44,4,N/A,N/A
N/A,75.35,4,N/A,N/A
N/A,79.38,4,N/A,N/A
N/A,63.93,3,N/A,N/A
N/A,74.12,4,N/A,N/A
N/A,74.37,4,N/A,N/A
N/A,75.67,4,N/A,N/A
N/A,64.8,3,N/A,N/A
N/A,32.7,2,N/A,N/A
N/A,87.08,5,N/A,N/A
N/A,74.12,4,N/A,N/A
N/A,65.33,3,N/A,N/A
N/A,36.36,2,N/A,N/A
N/A,61.53,3,N/A,N/A
N/A,74.12,4,N/A,N/A
N/A,69.25,3,N/A,N/A
N/A,64.83,3,N/A,N/A
N/A,74.37,4,N/A,N/A
N/A,32.7,2,N/A,N/A
N/A,64.8,3,N/A,N/A
N/A,62.8,3,N/A,N/A
N/A,64.8,3,N/A,N/A
N/A,75.56,4,N/A,N/A
N/A,30.31,1,N/A,N/A
N/A,69.25,3,N/A,N/A
N/A,64.83,3,N/A,N/A
N/A,75.67,4,N/A,N/A
N/A,45.01,2,N/A,N/A
N/A,62.8,3,N/A,N/A
N/A,45.92,2,N/A,N/A
N/A,74.12,4,N/A,N/A
N/A,62.12,3,N/A,N/A
N/A,69.3,3,N/A,N/A
N/A,65.33,3,N/A,N/A
N/A,65.33,3,N/A,N/A
N/A,65.33,3,N/A,N/A
N/A,75.67,4,N/A,N/A
N/A,79.38,4,N/A,N/A
N/A,45.92,2,N/A,N/A
N/A,64.63,3,N/A,N/A
N/A,69.3,3,N/A,N/A
N/A,74.12,4,N/A,N/A
N/A,67.13,3,N/A,N/A
N/A,75.67,4,N/A,N/A
N/A,64.83,3,N/A,N/A
N/A,72.96,4,N/A,N/A
N/A,75.56,4,N/A,N/A
N/A,74.37,4,N/A,N/A
N/A,75.56,4,N/A,N/A
N/A,75.56,4,N/A,N/A
N/A,32.66,2,N/A,N/A
N/A,79.38,4,N/A,N/A
N/A,79.38,4,N/A,N/A
N/A,63.93,3,N/A,N/A
N/A,70.42,4,N/A,N/A
N/A,73.67,4,N/A,N/A
N/A,76.62,4,N/A,N/A
N/A,64.8,3,N/A,N/A
N/A,68.02,4,N/A,N/A
N/A,50.49,3,N/A,N/A
N/A,50.49,3,N/A,N/A
N/A,52.58,3,N/A,N/A
N/A,58.5,3,N/A,N/A
N/A,68.67,4,N/A,N/A
N/A,83.5,4,N/A,N/A
N/A,59.61,3,N/A,N/A
N/A,57.15,3,N/A,N/A
N/A,59.61,3,N/A,N/A
N/A,57.03,3,N/A,N/A
N/A,81.0,4,N/A,N/A
N/A,57.24,3,N/A,N/A
N/A,59.61,3,N/A,N/A
N/A,81.19,4,N/A,N/A
N/A,56.78,3,N/A,N/A
N/A,57.5,3,N/A,N/A
N/A,58.34,3,N/A,N/A
N/A,59.61,3,N/A,N/A
N/A,38.25,2,N/A,N/A
N/A,38.44,2,N/A,N/A
N/A,38.44,2,N/A,N/A
N/A,38.44,2,N/A,N/A
N/A,65.38,3,N/A,N/A
N/A,59.61,3,N/A,N/A
N/A,83.69,4,N/A,N/A
