District,Area,Rooms,Total price,Price per meter square
Szwederowo,49.0,2,320000.0,6531.0
Sielanka,105.0,3,940000.0,8952.0
Fordon,71.0,3,362000.0,5099.0
Fordon,63.62,4,360000.0,5659.0
Centrum,73.0,2,450000.0,6164.0
Osiedle Leśne,43.0,1,235000.0,5465.0
Kapuściska,45.0,2,315000.0,7000.0
Fordon,70.0,3,429000.0,6129.0
Wyżyny,52.0,3,339000.0,6519.0
Śródmieście,81.6,4,495000.0,6066.0
N/A,137.28,4,950000.0,6920.0
Centrum,90.0,3,499000.0,5544.0
Górzyskowo,60.76,3,N/A,N/A
Górzyskowo,64.92,3,N/A,N/A
Glinki,60.5,3,290000.0,4793.0
Górzyskowo,64.05,3,N/A,N/A
Śródmieście,58.0,4,449000.0,7741.0
Górzyskowo,64.24,3,N/A,N/A
Górzyskowo,49.0,2,310000.0,6327.0
Bartodzieje,49.0,2,295000.0,6020.0
Bartodzieje,55.6,3,289000.0,5198.0
Bartodzieje,48.49,2,289000.0,5960.0
Fordon,31.0,1,185000.0,5968.0
Wyżyny,53.0,3,265000.0,5000.0
Centrum,60.0,3,427000.0,7117.0
Centrum,32.0,2,208000.0,6500.0
Centrum,53.0,3,371000.0,7000.0
Fordon,48.62,2,308000.0,6335.0
Bartodzieje,55.0,3,330000.0,6000.0
Glinki,58.0,3,299000.0,5155.0
Kapuściska,56.58,4,315000.0,5567.0
Fordon,82.0,2,379000.0,4622.0
Szwederowo,42.0,2,229000.0,5452.0
Centrum,65.0,3,508000.0,7815.0
Błonie,60.83,4,349000.0,5737.0
Szwederowo,33.0,2,281000.0,8515.0
Kapuściska,50.0,3,249000.0,4980.0
Szwederowo,56.0,3,304000.0,5429.0
Kapuściska,69.0,4,339000.0,4913.0
Bartodzieje,36.0,2,347000.0,9639.0
Fordon,63.0,3,289000.0,4587.0
Bielawy,61.0,4,309000.0,5066.0
Wzgórze Wolności,75.0,3,390000.0,5200.0
Kapuściska,57.1,3,349000.0,6112.0
Fordon,54.0,2,279000.0,5167.0
Wyżyny,43.7,2,362000.0,8284.0
Śródmieście,47.0,2,410000.0,8723.0
Szwederowo,96.0,4,450000.0,4688.0
Szwederowo,107.0,5,520000.0,4860.0
Glinki,48.0,2,415000.0,8646.0
Wzgórze Wolności,56.0,3,321000.0,5732.0
Miedzyń,113.0,5,678000.0,6000.0
Górzyskowo,71.0,4,504000.0,7099.0
Fordon,53.0,2,235000.0,4434.0
Szwederowo,74.0,4,380000.0,5135.0
Bartodzieje,48.0,2,329000.0,6854.0
Babia Wieś,52.0,3,358000.0,6885.0
Centrum,89.0,3,282000.0,3169.0
Fordon,65.0,3,285000.0,4385.0
Wyżyny,53.0,3,275000.0,5189.0
Wyżyny,58.0,3,299000.0,5155.0
Fordon,58.0,3,369000.0,6362.0
Błonie,47.0,3,265000.0,5638.0
Wyżyny,56.0,3,265000.0,4732.0
Wyżyny,76.73,3,543000.0,7077.0
Szwederowo,67.0,3,440000.0,6567.0
Fordon,64.0,3,339000.0,5297.0
Fordon,74.0,4,340000.0,4595.0
Bielawy,46.81,1,270000.0,5768.0
Okole,128.0,4,444000.0,3469.0
Fordon,84.0,3,649000.0,7726.0
Fordon,73.85,4,288015.0,3900.0
Centrum,83.0,2,410000.0,4940.0
Osowa Góra,42.0,1,219000.0,5214.0
Błonie,55.0,2,357000.0,6491.0
Fordon,53.0,2,230000.0,4340.0
Kapuściska,35.14,2,220000.0,6261.0
Wzgórze Wolności,42.0,2,225000.0,5357.0
Wyżyny,43.0,2,209000.0,4860.0
Centrum,44.0,1,185000.0,4205.0
Osowa Góra,33.45,1,179600.0,5369.0
Fordon,59.0,3,349000.0,5915.0
Wzgórze Wolności,63.0,4,360000.0,5714.0
Glinki,50.2,2,345000.0,6873.0
Szwederowo,53.0,3,315000.0,5943.0
Wzgórze Wolności,36.0,2,215000.0,5972.0
Bartodzieje,56.0,4,322000.0,5750.0
Fordon,61.0,3,269000.0,4410.0
Fordon,94.0,3,599000.0,6372.0
Osiedle Leśne,41.0,2,376000.0,9171.0
Centrum,50.0,2,239000.0,4780.0
Okole,42.64,2,226000.0,5300.0
Wzgórze Wolności,60.6,3,295000.0,4868.0
Fordon,49.0,2,275000.0,5612.0
Wyżyny,102.0,4,699000.0,6853.0
Fordon,43.0,2,188000.0,4372.0
Skrzetusko,59.0,3,520000.0,8814.0
Górzyskowo,133.0,4,699999.0,5263.0
Fordon,49.7,2,165000.0,3320.0
Bartodzieje,42.6,2,260000.0,6103.0
Fordon,52.0,2,235000.0,4519.0
Centrum,96.3,3,519000.0,5389.0
Centrum,65.0,2,290000.0,4462.0
Fordon,70.9,3,345000.0,4866.0
Kapuściska,69.0,N/A,339000.0,4913.0
Kapuściska,66.0,3,429000.0,6500.0
Centrum,65.0,2,205000.0,3154.0
Jary,76.0,3,428000.0,5632.0
Okole,120.0,4,490000.0,4083.0
Kapuściska,66.0,3,429000.0,6500.0
Śródmieście,61.0,2,290000.0,4754.0
Okole,87.0,3,500000.0,5747.0
Bartodzieje,58.0,N/A,382000.0,6586.0
Szwederowo,160.0,5,899000.0,5619.0
Okole,120.0,4,490000.0,4083.0
Górzyskowo,49.0,2,295000.0,6020.0
Kapuściska,49.0,2,215000.0,4388.0
Wyżyny,42.0,2,235000.0,5595.0
Bartodzieje,67.0,4,315000.0,4701.0
Czyżkówko,55.0,2,345000.0,6273.0
Wzgórze Wolności,56.0,3,305000.0,5446.0
Fordon,47.0,3,237000.0,5043.0
Błonie,34.34,2,140000.0,4077.0
Wyżyny,57.0,3,315000.0,5526.0
Fordon,61.0,3,245000.0,4016.0
Wzgórze Wolności,57.0,3,275000.0,4825.0
Bielawy,90.0,4,499000.0,5544.0
Fordon,49.0,2,180000.0,3673.0
Błonie,48.0,3,190000.0,3958.0
Szwederowo,64.0,4,235000.0,3672.0
Osiedle Leśne,50.0,2,189000.0,3780.0
Osiedle Leśne,52.0,2,178000.0,3423.0
Osiedle Leśne,56.0,2,179000.0,3196.0
Wyżyny,48.0,3,179000.0,3729.0
Bartodzieje,53.0,3,219900.0,4149.0
Glinki,63.0,3,255000.0,4048.0
Wyżyny,53.0,3,228000.0,4302.0
Błonie,56.0,4,239000.0,4268.0
Bartodzieje,64.0,3,260000.0,4063.0
Wyżyny,47.0,3,189000.0,4021.0
Bartodzieje,53.0,3,214000.0,4038.0
Wyżyny,42.0,2,178000.0,4238.0
Fordon,39.5,2,205000.0,5190.0
Wyżyny,53.0,3,238000.0,4491.0
Szwederowo,56.7,3,243000.0,4286.0
Fordon,49.0,2,195000.0,3980.0
Kapuściska,47.0,3,240000.0,5106.0
Górzyskowo,54.0,2,310000.0,5741.0
Bartodzieje,47.0,2,199000.0,4234.0
Osiedle Leśne,46.5,N/A,222000.0,4774.0
Kapuściska,48.0,3,253000.0,5271.0
Fordon,54.0,2,250000.0,4630.0
Fordon,57.0,2,315000.0,5526.0
Kapuściska,54.0,3,248000.0,4593.0
Wyżyny,42.0,2,225000.0,5357.0
Błonie,34.0,2,169000.0,4971.0
Szwederowo,48.0,3,235000.0,4896.0
Fordon,66.0,3,325000.0,4924.0
Wyżyny,56.0,4,249000.0,4446.0
Osiedle Leśne,49.5,N/A,236000.0,4768.0
Wyżyny,53.0,3,243000.0,4585.0
Kapuściska,42.42,2,209000.0,4927.0
Szwederowo,31.0,1,143000.0,4613.0
Osowa Góra,65.0,3,249000.0,3831.0
Szwederowo,N/A,4,N/A,N/A
